City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Xining,CN,2021-04-21 18:11:34,36.6167,101.7667,49.28,50,9,0.49
295,Minbu,MM,2021-04-21 18:11:34,20.1833,94.8833,86.18,53,0,6.67
296,San Cristobal,VE,2021-04-21 18:11:35,7.7669,-72.225,89.6,48,40,14.97
297,Saint-Georges,GD,2021-04-21 18:11:35,12.0564,-61.7485,84.2,61,20,23.02
298,Chiquilistlan,MX,2021-04-21 18:11:36,20.2,-103.8167,82.4,11,1,4.12
299,Buluang,PH,2021-04-21 18:11:36,13.3068,123.3425,77.41,89,100,2.64
300,Boden,SE,2021-04-21 18:11:36,65.8252,21.6886,39.2,70,0,2.3
301,Ketchikan,US,2021-04-21 18:11:37,55.3422,-131.6461,50.0,57,20,16.11
302,Porto Novo,BJ,2021-04-21 18:08:02,6.4965,2.6036,87.8,74,20,14.97
303,Faanui,PF,2021-04-21 18:09:43,-16.4833,-151.75,81.59,74,25,13.4
304,Dakar,SN,2021-04-21 18:11:38,14.6937,-17.4441,71.6,88,40,11.5
305,Grindavik,IS,2021-04-21 18:08:36,63.8424,-22.4338,44.6,76,90,14.97
306,Leningradskiy,RU,2021-04-21 18:08:34,69.3833,178.4167,22.71,62,28,7.9
307,Ekuvukeni,ZA,2021-04-21 18:11:38,-28.4675,30.1551,66.78,44,43,5.26
308,Geraldton,AU,2021-04-21 18:09:04,-28.7667,114.6,68.0,49,71,6.91
309,Porbandar,IN,2021-04-21 18:11:39,21.6422,69.6093,80.74,75,57,11.07
310,Zhanaozen,KZ,2021-04-21 18:11:40,43.3,52.8,64.9,18,24,28.79
311,Iskateley,RU,2021-04-21 18:11:40,67.6803,53.1512,36.23,90,100,11.32
312,Yashkul,RU,2021-04-21 18:11:41,46.1711,45.3435,54.73,79,99,3.98
313,Namatanai,PG,2021-04-21 18:11:41,-3.6667,152.4333,77.49,82,100,1.48
314,Flin Flon,CA,2021-04-21 18:11:42,54.7682,-101.865,55.4,24,1,4.61
315,Chunar,IN,2021-04-21 18:11:42,25.1333,82.9,86.09,26,100,3.15
316,Grand Forks,US,2021-04-21 18:11:02,47.9417,-97.4337,48.2,37,90,12.66
317,Hamilton,US,2021-04-21 18:07:13,39.1834,-84.5333,43.0,52,75,11.5
318,Yumen,CN,2021-04-21 18:09:14,40.2833,97.2,61.41,14,76,7.07
319,Sawakin,SD,2021-04-21 18:11:43,19.1059,37.3321,83.7,63,5,6.04
320,Parbatipur,BD,2021-04-21 18:11:44,25.6649,88.9247,83.44,51,100,7.94
321,Ambilobe,MG,2021-04-21 18:11:44,-13.2,49.05,77.31,72,100,7.49
322,Shubarshi,KZ,2021-04-21 18:11:44,48.5872,57.1869,46.85,29,100,14.74
323,Ozark,US,2021-04-21 18:11:45,37.0209,-93.206,52.0,47,31,7.0
324,Chumikan,RU,2021-04-21 18:11:45,54.7183,135.315,24.69,91,98,4.65
325,Ayagoz,KZ,2021-04-21 18:11:46,47.9714,80.4392,28.18,43,4,1.41
326,Ust-Maya,RU,2021-04-21 18:11:46,60.4167,134.5333,14.67,93,74,3.74
327,Marsh Harbour,BS,2021-04-21 18:11:47,26.5412,-77.0636,80.53,74,100,12.5
328,Muscat,OM,2021-04-21 18:11:47,23.6139,58.5922,88.18,34,0,9.15
329,Shimoda,JP,2021-04-21 18:11:48,34.6667,138.95,54.0,78,3,4.92
330,Prince Rupert,CA,2021-04-21 18:09:15,54.3161,-130.3201,50.0,76,1,3.44
331,Walvis Bay,NA,2021-04-21 18:11:48,-22.9575,14.5053,75.2,50,91,3.44
332,Moshi,TZ,2021-04-21 18:11:49,-3.35,37.3333,73.4,78,20,0.85
333,Contai,IN,2021-04-21 18:11:49,21.7786,87.7536,82.15,80,61,13.85
334,Hailey,US,2021-04-21 18:11:50,43.5196,-114.3153,50.0,20,1,5.75
335,Kathmandu,NP,2021-04-21 18:10:24,27.7167,85.3167,59.0,77,40,3.44
336,Iqaluit,CA,2021-04-21 18:11:51,63.7506,-68.5145,32.0,86,90,34.52
337,Flinders,AU,2021-04-21 18:09:15,-34.5833,150.8552,50.0,80,0,1.01
338,San Rafael,AR,2021-04-21 18:11:51,-34.6177,-68.3301,57.99,70,96,6.96
339,Roma,US,2021-04-21 18:09:21,43.2128,-75.4557,35.01,86,90,9.22
340,Zilair,RU,2021-04-21 18:11:52,52.2332,57.4392,37.06,61,96,5.75
341,Two Hills,CA,2021-04-21 18:11:53,53.7169,-111.7518,59.0,26,2,13.8
342,Broome,US,2021-04-21 18:11:53,42.2506,-75.833,37.0,93,90,10.36
343,Arman,RU,2021-04-21 18:11:54,59.7,150.1667,30.72,98,100,1.86
344,Pacific Grove,US,2021-04-21 18:11:55,36.6177,-121.9166,53.6,82,90,5.75
345,Huilong,CN,2021-04-21 18:11:55,31.8111,121.655,66.0,82,98,14.41
346,Kapoeta,SS,2021-04-21 18:11:55,4.7717,33.5903,75.78,72,100,4.56
347,Alice Springs,AU,2021-04-21 18:11:56,-23.7,133.8833,48.2,61,2,5.75
348,Palu,ID,2021-04-21 18:11:57,-0.8917,119.8707,74.89,94,19,2.66
349,Vikindu,TZ,2021-04-21 18:11:57,-7.0067,39.2985,78.8,89,20,6.91
350,Tiznit,MA,2021-04-21 18:11:57,29.5833,-9.5,61.9,65,6,10.29
351,Oksfjord,NO,2021-04-21 18:11:58,70.2396,22.3479,37.4,70,75,17.27
352,Tondon,GN,2021-04-21 18:11:58,10.3667,-13.35,92.82,36,55,10.29
353,Hualmay,PE,2021-04-21 18:11:59,-11.0964,-77.6139,73.56,73,16,10.25
354,Comodoro Rivadavia,AR,2021-04-21 18:12:00,-45.8667,-67.5,60.8,48,0,17.27
355,Banfora,BF,2021-04-21 18:12:00,10.6333,-4.7667,92.53,39,100,6.08
356,High Prairie,CA,2021-04-21 18:12:00,55.4334,-116.4858,51.8,32,80,13.8
357,Muyezerskiy,RU,2021-04-21 18:12:01,63.9333,31.65,35.15,99,100,2.98
358,Nome,US,2021-04-21 18:12:01,64.5011,-165.4064,26.01,68,1,3.96
359,Hay River,CA,2021-04-21 18:12:02,60.8156,-115.7999,26.6,86,100,13.8
360,Santa Vitoria Do Palmar,BR,2021-04-21 18:12:02,-33.5189,-53.3681,72.48,61,22,16.22
361,Ovalle,CL,2021-04-21 18:12:02,-30.5983,-71.2003,71.8,42,93,5.32
362,Awjilah,LY,2021-04-21 18:12:03,29.1081,21.2869,75.15,18,75,7.74
363,Simao,CN,2021-04-21 18:12:03,22.7886,100.9748,65.07,35,0,0.87
364,Nueve De Julio,AR,2021-04-21 18:12:03,-35.4444,-60.8831,78.01,64,68,5.01
365,Laiyang,CN,2021-04-21 18:12:04,36.9758,120.7136,52.77,57,100,9.8
366,Puteyets,RU,2021-04-21 18:12:04,65.1716,57.091,37.15,88,59,8.21
367,Havoysund,NO,2021-04-21 18:12:05,70.9963,24.6622,37.4,87,75,16.11
368,Roseburg,US,2021-04-21 18:12:06,43.2165,-123.3417,64.99,36,1,4.16
369,Cedar City,US,2021-04-21 18:11:27,37.6775,-113.0619,62.01,14,1,15.99
370,Santa Cruz Cabralia,BR,2021-04-21 18:12:06,-16.2781,-39.0247,80.6,74,75,9.22
371,Palana,RU,2021-04-21 18:12:07,59.1167,159.9667,22.28,84,100,5.59
372,Tres Arroyos,AR,2021-04-21 18:12:07,-38.3739,-60.2798,74.41,50,6,21.23
373,Lethem,GY,2021-04-21 18:12:08,3.3803,-59.7968,93.15,41,63,10.58
374,Lakes Entrance,AU,2021-04-21 18:12:08,-37.8811,147.981,45.0,88,58,9.19
375,Abrau-Dyurso,RU,2021-04-21 18:12:09,44.69,37.59,44.6,87,35,6.71
376,Raxaul,IN,2021-04-21 18:12:09,26.9833,84.85,81.1,32,100,6.17
377,Vila,PT,2021-04-21 18:12:10,42.0304,-8.1588,53.6,94,75,4.61
378,Kolosovka,RU,2021-04-21 18:12:10,56.4678,73.611,27.66,80,37,5.64
379,Richards Bay,ZA,2021-04-21 18:09:31,-28.783,32.0377,69.49,88,16,5.48
380,Saint Anthony,US,2021-04-21 18:12:10,45.0205,-93.218,41.0,35,90,10.36
381,Okha,RU,2021-04-21 18:10:00,53.5739,142.9478,20.64,94,16,3.47
382,Komsomolskiy,UZ,2021-04-21 18:12:11,40.4272,71.7189,51.8,62,18,16.11
383,Vanderhoof,CA,2021-04-21 18:12:12,54.0166,-124.0198,53.19,46,99,10.13
384,Bogorodskoye,RU,2021-04-21 18:12:13,56.55,37.8833,37.74,92,100,7.43
385,Vanimo,PG,2021-04-21 18:12:14,-2.6741,141.3028,77.77,82,91,5.19
386,Balapur,IN,2021-04-21 18:12:14,20.6667,76.7667,87.69,30,84,4.16
387,Sungaipenuh,ID,2021-04-21 18:12:15,-2.0833,101.3833,65.64,97,100,1.16
388,Hokitika,NZ,2021-04-21 18:12:15,-42.7167,170.9667,53.87,84,61,4.63
389,Bilibino,RU,2021-04-21 18:12:16,68.0546,166.4372,5.88,86,33,4.0
390,Amahai,ID,2021-04-21 18:12:16,-3.3333,128.9167,78.06,86,70,2.13
391,Lambarene,GA,2021-04-21 18:09:00,-0.7001,10.2406,81.45,79,64,0.09
392,Mananara,MG,2021-04-21 18:12:17,-16.1667,49.7667,73.45,96,100,4.88
393,Burnie,AU,2021-04-21 18:08:27,-41.0667,145.9167,50.0,96,78,5.99
394,Harper,LR,2021-04-21 18:09:14,4.375,-7.7169,83.46,75,100,8.93
395,Bonthe,SL,2021-04-21 18:08:52,7.5264,-12.505,80.87,84,100,6.85
396,Bikaner,IN,2021-04-21 18:12:18,28.0167,73.3,78.44,34,0,6.04
397,Kaniama,CD,2021-04-21 18:12:18,-7.5667,24.1833,69.13,92,100,2.37
398,Lamar,US,2021-04-21 18:12:18,33.6668,-95.5836,60.01,35,1,3.44
399,Covington,US,2021-04-21 18:12:19,39.0837,-84.5086,44.01,52,75,11.5
400,Huarmey,PE,2021-04-21 18:12:19,-10.0681,-78.1522,74.19,74,37,10.69
401,Fereydun Kenar,IR,2021-04-21 18:12:19,36.6864,52.5225,69.8,78,0,4.61
402,Ouadda,CF,2021-04-21 18:12:20,8.0777,22.4007,73.78,74,98,5.77
403,Gat,IL,2021-04-21 18:12:20,31.61,34.7642,66.99,100,100,1.01
404,Vostok,RU,2021-04-21 18:12:21,46.4856,135.8833,38.41,44,0,3.42
405,Klamath Falls,US,2021-04-21 18:07:41,42.2249,-121.7817,53.6,30,1,9.22
406,Livingston,GB,2021-04-21 18:12:21,55.9029,-3.5226,48.2,61,0,11.5
407,Manggar,ID,2021-04-21 18:12:22,-2.8833,108.2667,81.66,71,25,8.08
408,Gizo,SB,2021-04-21 18:12:22,-8.103,156.8419,82.26,73,100,3.89
409,Nizhniy Kuranakh,RU,2021-04-21 18:12:23,58.8353,125.4869,26.31,89,100,6.11
410,Tazovskiy,RU,2021-04-21 18:12:23,67.4667,78.7,17.89,95,95,11.3
411,Dukat,RU,2021-04-21 18:12:24,62.55,155.55,21.25,96,100,5.7
412,Alexandria,EG,2021-04-21 18:11:40,31.2156,29.9553,62.6,72,20,11.5
413,Hobyo,SO,2021-04-21 18:12:24,5.3505,48.5268,84.97,67,91,15.86
414,North Bend,US,2021-04-21 18:12:25,43.4065,-124.2243,54.0,82,90,12.66
415,Mugur-Aksy,RU,2021-04-21 18:12:25,50.35,90.5,18.84,81,100,5.32
416,Amritsar,IN,2021-04-21 18:12:26,31.6331,74.8656,64.4,72,20,1.14
417,Codrington,AU,2021-04-21 18:12:26,-38.2667,141.9667,50.18,90,64,10.29
418,Pueblo Nuevo Vinas,GT,2021-04-21 18:12:27,14.2258,-90.4742,91.4,60,40,18.41
419,Marsabit,KE,2021-04-21 18:12:27,2.3284,37.9899,70.52,65,100,12.15
420,Popondetta,PG,2021-04-21 18:12:28,-8.7537,148.2534,73.42,95,85,3.04
421,Avera,US,2021-04-21 18:08:53,33.194,-82.5271,75.2,35,40,17.27
422,Hit,IQ,2021-04-21 18:12:28,33.6416,42.8251,94.87,14,94,11.54
423,Aquiraz,BR,2021-04-21 18:12:29,-3.9014,-38.3911,86.0,66,20,9.22
424,Saint-Francois,FR,2021-04-21 18:12:29,46.4154,3.9054,55.4,62,0,8.05
425,Matara,LK,2021-04-21 18:11:10,5.9485,80.5353,78.94,83,93,6.73
426,Xai-Xai,MZ,2021-04-21 18:12:30,-25.0519,33.6442,70.11,83,10,6.44
427,Simpang,ID,2021-04-21 18:12:31,-1.2667,104.0833,74.84,93,42,2.77
428,Warrnambool,AU,2021-04-21 18:12:31,-38.3833,142.4833,51.01,88,85,5.01
429,Hami,CN,2021-04-21 18:12:31,42.8,93.45,70.56,14,92,6.58
430,Ballina,AU,2021-04-21 18:12:32,-28.8667,153.5667,55.99,94,2,7.25
431,Radyvyliv,UA,2021-04-21 18:12:32,50.1299,25.2558,47.52,79,60,8.32
432,Filingue,NE,2021-04-21 18:12:33,14.3521,3.3168,100.6,7,12,12.39
433,Nuuk,GL,2021-04-21 18:11:11,64.1835,-51.7216,32.0,64,1,16.11
434,Makakilo City,US,2021-04-21 18:11:20,21.3469,-158.0858,78.8,61,1,5.75
435,Chifeng,CN,2021-04-21 18:12:34,42.2683,118.9636,53.01,32,74,10.42
436,Samarai,PG,2021-04-21 18:08:57,-10.6167,150.6667,81.45,79,66,5.55
437,Sironj,IN,2021-04-21 18:12:34,24.1,77.7,79.95,26,36,5.41
438,Tabory,RU,2021-04-21 18:12:35,58.5198,64.5495,37.98,82,29,5.28
439,Banda Aceh,ID,2021-04-21 18:12:36,5.5577,95.3222,80.78,80,98,8.1
440,Imbituba,BR,2021-04-21 18:07:38,-28.24,-48.6703,71.6,83,75,10.36
441,Rio Gallegos,AR,2021-04-21 18:12:36,-51.6226,-69.2181,48.2,46,0,6.91
442,Carberry,CA,2021-04-21 18:12:36,49.8689,-99.3602,55.99,22,20,21.85
443,Gravdal,NO,2021-04-21 18:09:37,68.1214,13.5031,33.8,69,40,9.22
444,Coxim,BR,2021-04-21 18:12:37,-18.5067,-54.76,95.65,21,0,3.09
445,Taoudenni,ML,2021-04-21 18:12:37,22.6783,-3.9836,97.97,6,1,11.1
446,Saint-Michel-Des-Saints,CA,2021-04-21 18:12:38,46.6834,-73.9159,32.0,37,100,5.23
447,Ola,RU,2021-04-21 18:12:38,59.5833,151.2833,30.69,97,100,7.9
448,Bay City,US,2021-04-21 18:12:39,43.5945,-83.8889,39.2,41,90,14.97
449,Berea,US,2021-04-21 18:12:39,41.3662,-81.8543,36.0,60,75,16.11
450,Ornskoldsvik,SE,2021-04-21 18:12:40,63.2909,18.7153,42.8,61,0,2.3
451,Naze,JP,2021-04-21 18:12:40,28.3667,129.4833,65.44,70,15,16.46
452,Margate,GB,2021-04-21 18:12:40,51.3813,1.3862,46.0,67,8,7.0
453,Bandrele,YT,2021-04-21 18:12:41,-12.9067,45.1914,80.6,83,90,9.22
454,Marovoay,MG,2021-04-21 18:12:41,-16.1,46.6333,80.6,69,40,4.61
455,Williston,US,2021-04-21 18:12:42,48.147,-103.618,51.01,33,60,4.0
456,Morondava,MG,2021-04-21 18:12:42,-20.2833,44.2833,79.12,73,98,11.41
457,Buala,SB,2021-04-21 18:09:46,-8.145,159.5921,79.48,80,81,1.92
458,Kuvandyk,RU,2021-04-21 18:12:43,51.4781,57.3552,43.66,50,98,6.51
459,Alugan,PH,2021-04-21 18:12:43,12.2188,125.4808,77.36,84,100,7.63
460,Senador Jose Porfirio,BR,2021-04-21 18:12:43,-2.5908,-51.9542,77.58,84,99,2.13
461,Camden,US,2021-04-21 18:09:14,39.7835,-74.9663,63.0,65,85,8.01
462,Cuamba,MZ,2021-04-21 18:12:44,-14.8031,36.5372,68.67,85,99,4.43
463,West Bay,KY,2021-04-21 18:12:45,19.3667,-81.4167,87.8,62,20,10.36
464,Ishigaki,JP,2021-04-21 18:12:45,24.3448,124.1572,74.3,91,100,22.24
465,Vodnyy,RU,2021-04-21 18:12:45,63.5046,53.4095,44.19,72,92,9.62
466,Pemangkat,ID,2021-04-21 18:12:46,1.1667,108.9667,79.25,82,27,2.51
467,Combs-La-Ville,FR,2021-04-21 18:12:46,48.665,2.5696,59.0,62,0,6.91
468,Mareeba,AU,2021-04-21 18:12:47,-17.0,145.4333,75.2,88,90,2.3
469,Jiazi,CN,2021-04-21 18:12:48,22.8779,116.067,70.02,79,0,8.84
470,Show Low,US,2021-04-21 18:12:48,34.2542,-110.0298,64.4,13,1,34.52
471,Honiara,SB,2021-04-21 18:12:48,-9.4333,159.95,77.27,86,34,3.51
472,Sioux City,US,2021-04-21 18:09:18,42.5,-96.4003,39.2,41,90,17.27
473,Anahuac,MX,2021-04-21 18:12:49,27.2333,-100.15,62.6,39,90,5.75
474,Aksu,CN,2021-04-21 18:12:50,41.1231,80.2644,59.18,46,57,5.61
475,Aitape,PG,2021-04-21 18:12:50,-3.1374,142.3475,77.67,79,92,4.59
476,Bhola,BD,2021-04-21 18:12:51,22.6833,90.65,80.35,80,75,10.83
477,Aksarka,RU,2021-04-21 18:12:51,66.5606,67.7975,32.11,94,100,9.62
478,Bilma,NE,2021-04-21 18:12:52,18.6853,12.9164,94.32,7,0,9.08
479,Poole,GB,2021-04-21 18:12:52,50.7167,-2.0,57.2,51,20,12.66
480,Santa Rosa,PH,2021-04-21 18:12:53,14.3122,121.1114,84.2,74,75,3.44
481,Bambous Virieux,MU,2021-04-21 18:08:59,-20.3428,57.7575,77.0,88,75,4.61
482,Almaznyy,RU,2021-04-21 18:12:53,48.0448,40.045,51.8,82,0,11.18
483,Tripoli,LY,2021-04-21 18:12:54,32.8752,13.1875,76.17,36,10,21.32
484,Sioux Lookout,CA,2021-04-21 18:12:55,50.1001,-91.917,33.8,40,40,6.91
485,Altoona,US,2021-04-21 18:12:55,40.5187,-78.3947,39.0,73,94,10.0
486,Pressbaum,AT,2021-04-21 18:12:56,48.176,16.0477,57.0,68,36,4.74
487,Baruun-Urt,MN,2021-04-21 18:12:56,46.6806,113.2792,56.79,50,100,12.21
488,San Policarpo,PH,2021-04-21 18:12:56,12.1791,125.5072,77.83,83,100,7.63
489,Nawashahr,IN,2021-04-21 18:12:57,31.1167,76.1333,67.98,70,83,3.83
490,Veselynove,UA,2021-04-21 18:12:57,47.3567,31.2349,51.6,64,91,4.65
491,Sisimiut,GL,2021-04-21 18:12:58,66.9395,-53.6735,32.88,69,10,4.45
492,Buzmeyin,TM,2021-04-21 18:12:58,38.0507,58.2056,73.4,31,56,6.91
493,Abu Dhabi,AE,2021-04-21 18:11:54,24.4667,54.3667,82.4,69,0,6.91
494,Eirunepe,BR,2021-04-21 18:12:59,-6.6603,-69.8736,80.22,75,93,3.15
495,Anadyr,RU,2021-04-21 18:12:59,64.75,177.4833,5.0,85,41,4.47
496,Nova Olimpia,BR,2021-04-21 18:13:00,-14.7972,-57.2881,89.58,47,1,3.29
497,Port Augusta,AU,2021-04-21 18:13:01,-32.5,137.7667,57.2,67,90,6.91
498,Acapulco,MX,2021-04-21 18:13:01,16.8634,-99.8901,87.8,55,40,3.44
499,Kjollefjord,NO,2021-04-21 18:13:01,70.9457,27.3465,39.2,87,75,16.11
500,Zinder,NE,2021-04-21 18:13:02,13.8072,8.9881,98.6,22,0,10.65
501,Batavia,US,2021-04-21 18:13:02,41.85,-88.3126,46.99,29,90,20.71
502,Safford,US,2021-04-21 18:13:03,32.834,-109.7076,80.6,9,1,16.11
503,Ambovombe,MG,2021-04-21 18:13:03,-25.1667,46.0833,71.6,82,63,17.02
504,Sao Gabriel Da Cachoeira,BR,2021-04-21 18:13:03,-0.1303,-67.0892,86.0,74,75,3.44
505,Nawabganj,BD,2021-04-21 18:13:04,24.5911,88.271,86.85,40,93,8.28
506,Puerto Cabello,VE,2021-04-21 18:13:05,10.4731,-68.0125,76.24,83,23,10.11
507,Riyadh,SA,2021-04-21 18:12:08,24.6877,46.7219,95.0,12,0,3.44
508,Chateau-Gontier,FR,2021-04-21 18:13:05,47.8333,-0.7,64.4,42,0,9.22
509,Svinita,RO,2021-04-21 18:13:06,44.4997,22.1061,50.0,59,23,3.38
510,Umuahia,NG,2021-04-21 18:13:06,5.5263,7.4896,85.15,60,36,10.6
511,Marzuq,YE,2021-04-21 18:13:07,14.4,46.4667,72.46,42,56,7.18
512,Artyom,AZ,2021-04-21 18:13:07,40.4723,50.333,62.6,59,0,20.71
513,Yerbogachen,RU,2021-04-21 18:13:07,61.2767,108.0108,6.55,96,34,3.06
514,Soluno-Dmitriyevskoye,RU,2021-04-21 18:13:08,44.4031,42.7278,53.6,76,90,2.24
515,Cordoba,AR,2021-04-21 18:13:08,-31.4135,-64.1811,77.0,65,40,12.66
516,Mwandiga,TZ,2021-04-21 18:13:09,-4.83,29.6581,75.2,83,20,1.41
517,Samarinda,ID,2021-04-21 18:09:05,-0.5,117.15,73.27,96,43,2.04
518,Ciudad Bolivar,VE,2021-04-21 18:13:09,8.1222,-63.5497,96.21,28,44,7.9
519,Broken Hill,AU,2021-04-21 18:13:10,-31.95,141.4333,50.0,50,44,10.29
520,Muroto,JP,2021-04-21 18:13:10,33.2833,134.15,63.46,64,10,4.12
521,Tura,IN,2021-04-21 18:13:11,25.5198,90.2201,69.12,91,100,8.55
522,Edwardsville,US,2021-04-21 18:13:11,38.8114,-89.9532,51.01,50,40,9.22
523,Skreia,NO,2021-04-21 18:13:12,60.65,10.9333,43.0,56,100,10.0
524,Gull Lake,CA,2021-04-21 18:13:13,50.1001,-108.4847,51.8,25,1,21.85
525,Carire,BR,2021-04-21 18:13:13,-3.9506,-40.4733,89.13,48,38,3.67
526,Doha,QA,2021-04-21 18:13:14,25.2867,51.5333,82.99,78,0,8.05
527,Palestina,PS,2021-04-21 18:13:14,31.9216,35.2033,66.2,72,0,9.22
528,Mogadishu,SO,2021-04-21 18:08:20,2.0371,45.3438,83.97,74,100,12.75
529,Manoel Urbano,BR,2021-04-21 18:13:15,-8.8389,-69.2597,82.42,82,70,3.94
530,Chistogorskiy,RU,2021-04-21 18:13:16,53.9835,87.3843,23.58,85,54,2.98
531,Lasa,IT,2021-04-21 18:13:16,46.6166,10.7002,59.0,53,20,6.91
532,Itabira,BR,2021-04-21 18:13:17,-19.6192,-43.2269,81.59,32,0,0.85
533,Rongcheng,CN,2021-04-21 18:13:17,30.634,117.8517,66.2,89,80,0.6
534,Nadvoitsy,RU,2021-04-21 18:13:18,63.8667,34.3167,35.76,96,100,6.53
535,Hirara,JP,2021-04-21 18:09:32,24.8,125.2833,73.51,90,100,24.38
536,Aswan,EG,2021-04-21 18:13:18,24.0934,32.907,95.5,17,69,14.54
537,Waslala,NI,2021-04-21 18:13:19,13.2333,-85.3833,77.0,69,75,11.5
538,Kalmunai,LK,2021-04-21 18:09:14,7.4167,81.8167,80.64,75,69,2.39
539,Delijan,IR,2021-04-21 18:13:19,33.9905,50.6838,74.57,25,94,9.08
540,Catamarca,AR,2021-04-21 18:10:44,-28.4696,-65.7852,87.01,58,39,1.99
541,Soyo,AO,2021-04-21 18:13:20,-6.1349,12.3689,80.69,87,42,8.93
542,San Lazaro,BZ,2021-04-21 18:13:20,18.0387,-88.6622,93.0,66,40,6.91
543,Ginir,ET,2021-04-21 18:13:21,7.1333,40.7,59.29,85,90,3.65
544,Eureka,US,2021-04-21 18:13:21,40.8021,-124.1637,55.99,81,75,10.36
545,Cuxhaven,DE,2021-04-21 18:13:22,53.8718,8.6909,44.6,53,40,19.57
546,Beringovskiy,RU,2021-04-21 18:12:17,63.05,179.3167,14.72,87,87,3.71
547,Southbridge,US,2021-04-21 18:13:23,42.0751,-72.0334,64.0,70,76,5.01
548,Hambantota,LK,2021-04-21 18:13:23,6.1241,81.1185,80.01,82,49,11.88
549,Envira,BR,2021-04-21 18:13:24,-7.3,-70.2167,80.46,87,68,3.65
550,Luxor,EG,2021-04-21 18:13:25,25.6989,32.6421,96.8,24,75,2.3
551,Labytnangi,RU,2021-04-21 18:13:25,66.6572,66.4183,26.42,94,97,6.89
552,Nouadhibou,MR,2021-04-21 18:11:09,20.931,-17.0347,71.6,64,2,23.02
553,Greenville,US,2021-04-21 18:13:26,35.6127,-77.3663,80.01,31,1,9.22
554,Sao Desiderio,BR,2021-04-21 18:13:26,-12.3633,-44.9733,79.3,61,57,5.79
555,Helena,US,2021-04-21 18:13:27,46.5927,-112.0361,46.99,33,1,4.61
556,Erzin,TR,2021-04-21 18:09:53,36.9559,36.2,64.0,80,12,2.8
557,Sindor,RU,2021-04-21 18:13:28,62.8629,51.8905,48.43,47,96,11.03
558,Totma,RU,2021-04-21 18:13:28,59.9747,42.7642,36.46,93,100,12.73
559,Lesnoy,RU,2021-04-21 18:13:29,57.6198,63.0784,44.73,65,31,8.48
560,Huntington,US,2021-04-21 18:11:20,38.4193,-82.4452,39.99,60,90,9.22
561,Bastia,FR,2021-04-21 18:11:05,42.6667,9.3333,57.2,72,90,6.91
562,Saint-Joseph,RE,2021-04-21 18:09:12,-21.3667,55.6167,77.0,83,75,13.8
563,Kindu,CD,2021-04-21 18:13:30,-2.95,25.95,69.89,97,97,2.39
564,Northam,GB,2021-04-21 18:08:57,51.0333,-4.2167,57.0,7,33,14.76
565,Qaqortoq,GL,2021-04-21 18:13:30,60.7167,-46.0333,48.2,29,75,25.32
566,Asfi,MA,2021-04-21 18:13:31,32.2994,-9.2372,65.14,71,94,17.02
567,Kenai,US,2021-04-21 18:13:31,60.5544,-151.2583,39.2,81,1,10.36
568,Kano,NG,2021-04-21 18:13:31,12.0001,8.5167,96.8,30,20,6.91
569,Celestun,MX,2021-04-21 18:13:32,20.8667,-90.4,83.66,68,9,12.59
570,Bahia Blanca,AR,2021-04-21 18:10:08,-38.7196,-62.2724,77.58,46,14,19.69
571,Dunedin,NZ,2021-04-21 18:13:33,-45.8742,170.5036,51.01,97,100,2.95
572,Karakol,KG,2021-04-21 18:13:33,42.4907,78.3936,38.53,86,100,3.94
573,Shelburne,CA,2021-04-21 18:13:33,44.0787,-80.2041,36.0,62,97,15.46
574,Shache,CN,2021-04-21 18:13:34,38.4167,77.2406,60.55,12,79,28.81
575,Sao Joao Da Barra,BR,2021-04-21 18:09:43,-21.6403,-41.0511,80.6,61,20,13.8
576,Kamaishi,JP,2021-04-21 18:13:34,39.2667,141.8833,43.57,62,0,9.93
